,userId,movieId,rating,review_Year,review_Month,review_Day,review_week_day
0,1,16,4.0,2008,08,05,1
1,1,24,1.5,2008,08,05,1
2,1,32,4.0,2008,08,05,1
3,1,47,4.0,2008,08,05,1
4,1,50,4.0,2008,08,05,1
5,1,110,4.0,2008,08,05,1
6,1,150,3.0,2008,08,05,1
7,1,161,4.0,2008,08,05,1
8,1,165,3.0,2008,08,05,1
9,1,204,0.5,2008,08,05,1
10,1,223,4.0,2008,08,05,1
11,1,256,0.5,2008,08,05,1
12,1,260,4.5,2008,08,05,1
13,1,261,1.5,2008,08,05,1
14,1,277,0.5,2008,08,05,1
15,1,296,4.0,2008,08,05,1
16,1,318,4.0,2008,08,05,1
17,1,349,4.5,2008,08,05,1
18,1,356,3.0,2008,08,05,1
19,1,377,2.5,2008,08,05,1
20,1,380,3.0,2008,08,05,1
21,1,457,4.0,2008,08,05,1
22,1,480,3.5,2008,08,05,1
23,1,527,4.5,2008,08,05,1
24,1,589,3.5,2008,08,05,1
25,1,590,3.5,2008,08,05,1
26,1,592,2.5,2008,08,05,1
27,1,593,5.0,2008,08,05,1
28,1,597,3.0,2008,08,05,1
29,1,608,3.5,2008,08,05,1
30,1,648,3.5,2008,08,05,1
31,1,719,0.5,2008,08,05,1
32,1,724,3.5,2008,08,05,1
33,1,736,3.0,2008,08,05,1
34,1,780,3.5,2008,08,05,1
35,1,858,5.0,2008,08,05,1
36,1,912,5.0,2008,08,05,1
37,1,968,4.5,2008,08,05,1
38,1,1061,4.0,2008,08,05,1
39,1,1089,4.5,2008,08,05,1
40,1,1136,5.0,2008,08,05,1
41,1,1196,4.5,2008,08,05,1
42,1,1198,4.0,2008,08,05,1
43,1,1210,4.5,2008,08,05,1
44,1,1213,5.0,2008,08,05,1
45,1,1220,4.0,2008,08,05,1
46,1,1221,5.0,2008,08,05,1
47,1,1222,5.0,2008,08,05,1
48,1,1233,4.5,2008,08,05,1
49,1,1243,3.5,2008,08,05,1
50,1,1258,4.5,2008,08,05,1
51,1,1265,3.0,2008,08,05,1
52,1,1267,4.0,2008,08,05,1
53,1,1270,3.0,2008,08,05,1
54,1,1287,4.5,2008,08,05,1
55,1,1580,3.5,2008,08,05,1
56,1,1617,3.5,2008,08,05,1
57,1,1721,1.5,2008,08,05,1
58,1,1923,1.5,2008,08,05,1
59,1,1961,3.0,2008,08,05,1
60,1,2021,4.0,2008,08,05,1
61,1,2028,4.5,2008,08,05,1
62,1,2105,1.5,2008,08,05,1
63,1,2161,1.5,2008,08,05,1
64,1,2194,4.5,2008,08,05,1
65,1,2396,4.0,2008,08,05,1
66,1,2407,2.5,2008,08,05,1
67,1,2455,2.0,2008,08,05,1
68,1,2467,4.5,2008,08,05,1
69,1,2502,4.0,2008,08,05,1
70,1,2542,4.5,2008,08,05,1
71,1,2571,4.5,2008,08,05,1
72,1,2628,3.0,2008,08,05,1
73,1,2716,3.5,2008,08,05,1
74,1,2728,5.0,2008,08,05,1
75,1,2762,3.0,2008,08,05,1
76,1,2858,4.0,2008,08,05,1
77,1,2947,3.5,2008,08,05,1
78,1,2959,5.0,2008,08,05,1
79,1,3256,5.0,2008,08,05,1
80,1,3421,4.5,2008,08,05,1
81,1,3578,4.0,2008,08,05,1
82,1,4011,4.5,2008,08,05,1
83,1,4027,3.5,2008,08,05,1
84,1,4033,3.5,2008,08,05,1
85,1,4085,3.5,2008,08,05,1
86,1,4262,5.0,2008,08,05,1
87,1,4306,4.0,2008,08,05,1
88,1,4963,3.5,2008,08,05,1
89,1,4993,4.5,2008,08,05,1
90,1,4995,4.0,2008,08,05,1
91,1,5349,3.0,2008,08,05,1
92,1,5378,3.5,2008,08,05,1
93,1,5418,4.0,2008,08,05,1
94,1,5445,3.5,2008,08,05,1
95,1,5952,4.5,2008,08,05,1
96,1,6365,4.5,2008,08,05,1
97,1,6711,3.5,2008,08,05,1
98,1,6807,4.0,2008,08,05,1
99,1,7153,4.5,2008,08,05,1
100,1,8825,2.5,2008,08,05,1
101,1,8961,4.0,2008,08,05,1
102,1,32587,4.5,2008,08,05,1
103,1,33493,4.5,2008,08,05,1
104,1,33794,4.5,2008,08,05,1
105,1,33834,4.5,2008,08,05,1
106,1,45950,0.5,2008,08,05,1
107,1,48516,5.0,2008,08,05,1
108,1,48780,4.0,2008,08,05,1
109,1,49272,3.5,2008,08,05,1
110,1,52973,3.5,2008,08,05,1
111,1,54286,4.0,2008,08,05,1
112,1,57949,0.5,2008,08,05,1
113,2,1,5.0,1997,03,22,5
114,2,3,2.0,1997,03,22,5
115,2,5,3.0,1997,03,22,5
116,2,14,4.0,1997,03,22,5
117,2,17,5.0,1997,03,22,5
118,2,25,3.0,1997,03,22,5
119,2,32,3.0,1997,03,22,5
120,2,36,5.0,1997,03,22,5
121,2,52,4.0,1997,03,22,5
122,2,58,4.0,1997,03,22,5
123,2,62,5.0,1997,03,22,5
124,2,79,4.0,1997,03,22,5
125,2,95,4.0,1997,03,22,5
126,2,112,3.0,1997,03,22,5
127,2,260,4.0,1997,03,22,5
128,2,376,4.0,1997,03,22,5
129,2,494,4.0,1997,03,22,5
130,2,608,5.0,1997,03,22,5
131,2,637,3.0,1997,03,22,5
132,2,648,4.0,1997,03,22,5
133,2,661,4.0,1997,03,22,5
134,2,736,4.0,1997,03,22,5
